id,category,parent,name,questiontext,questiontextformat,generalfeedback,generalfeedbackformat,defaultmark,penalty,qtype,length,stamp,version,hidden,timecreated,timemodified,createdby,modifiedby,idnumber
42,14,0,Consider the following SQL query: SELECT product_id FROM table_A INTERSECT SE...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Consider the following SQL query: <br>SELECT product_id FROM table_A <br><b>INTERSECT <br></b>SELECT product_id FROM table_B;<br><br>What is the expected result? </div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+FOYVlQ,assessment.accelerate-people.co.uk+201017154241+4DDpDO,0,1602949361,1602949361,5,5,
43,14,0,Consider these itemsets: What is the confidence of the rule (gloves -&gt; hat)?(...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Consider these itemsets: What is the <b>confidence</b> of the rule <b>(gloves -&gt; hat)</b>?<br></span><span style='font-family:""Arial""'>(hat, scarf, coat)<br>(hat, scarf, coat, gloves)<br>(hat, scarf, gloves)<br>(hat, gloves)<br>(scarf, coat, gloves)</span><br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+Eq8HCI,assessment.accelerate-people.co.uk+201017154241+wjXSEo,0,1602949361,1602949361,5,5,
44,14,0,"Consider these itemsets: What is the confidence of the rule (hat, scarf) -&gt; ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Consider these itemsets: What is the <b>confidence</b> of the rule <b>(hat, scarf) -&gt; gloves</b>?<br>(hat, scarf, coat)<br>(hat, scarf, coat, gloves)<br>(hat, scarf, gloves)<br>(hat, gloves)<br>(scarf, coat, gloves)<br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+vfJsT5,assessment.accelerate-people.co.uk+201017154241+jK2fiM,0,1602949361,1602949361,5,5,
45,14,0,How is HDFS defined?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>How is HDFS defined?<br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+1vDBvf,assessment.accelerate-people.co.uk+201017154241+lw0Hco,0,1602949361,1602949361,5,5,
46,14,0,"Refer to the Exhibit. In the Exhibit. For effective visualization, what is ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'>Refer to the Exhibit. In the Exhibit. For effective visualization, what is the chart's primary flaw? flaw?</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><img width='334' height='261' align='bottom' alt=""mc013-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc013-1.jpg"" border='0'></span></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+5j4eGF,assessment.accelerate-people.co.uk+201017154241+4biXN0,0,1602949361,1602949361,5,5,
47,14,0,Refer to the exhibit. What is the confidence of the rule RENTER -&gt; GOOD ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Refer to the exhibit. <br><img width='411' height='92' align='bottom' alt=""mc037-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc037-1.jpg"" border='0'><br>What is the <b>confidence</b> of the rule <b>RENTER -&gt; GOOD CREDIT</b>?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+ZJc1Oz,assessment.accelerate-people.co.uk+201017154241+rUKHEP,0,1602949361,1602949361,5,5,
48,14,0,Refer to the exhibit.Refer to the exhibit. The graph represents a ROC space ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Refer to the exhibit.</span><br>Refer to the exhibit. The graph represents a ROC space with four classifiers labelled P,Q,R,S. <img width='303' height='280' align='bottom' alt=""mc042-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc042-1.jpg"" border='0'><br><b><span style='font-family:""Arial""'><span style='font-size:10pt'><br></span></span></b>Which point in the graph represents a <b>perfect classification</b>?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+mViixn,assessment.accelerate-people.co.uk+201017154241+Zg5PMr,0,1602949361,1602949361,5,5,
49,14,0,Refer to the exhibit.You have scored your Naive Bayesian classifier model on ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Refer to the exhibit.<br></span><span style='font-family:""Arial""'>You have scored your Naive Bayesian classifier model on a holdout test data for cross validation and determined the way the samples scored and tabulated them as shown in the exhibit. <br></span><br><img width='408' height='290' align='bottom' alt=""mc041-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc041-1.jpg"" border='0'><br><span style='font-family:""Arial""'><b><span style='font-size:10pt'><br></span></b>What are the <b>Precision</b> and <b>Recall</b> rate of the model?</span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+DvhbAy,assessment.accelerate-people.co.uk+201017154241+Bv43yR,0,1602949361,1602949361,5,5,
50,14,0,"Review the following code:SELECT pn, vn, sum(prc*qty) FROM saleGROUP BY ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Review the following code:<br><b>SELECT pn, vn, sum(prc*qty) <br>FROM sale<br>GROUP BY CUBE(pn, vn) <br>ORDER BY 1, 2, 3;<br></b><br>Which combination of subtotals do you expect to be returned by the query?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+P9wDcB,assessment.accelerate-people.co.uk+201017154241+yQ0GlJ,0,1602949361,1602949361,5,5,
51,14,0,There are three criterions for big data analytics projects which include: ·&nbsp;&...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>There are three criterions for big data analytics projects which include: <br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Decision speed<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Analysis flexibility</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+S7SrWh,assessment.accelerate-people.co.uk+201017154241+apxGC2,0,1602949361,1602949361,5,5,
52,14,0,What describes the use of UNION clause in a SQL statement?SELECT product_id ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What describes the use of UNION clause in a SQL statement?<br>SELECT product_id FROM table_A <br><b>INTERSECT <br><br></b>SELECT product_id FROM table_B;<br><br>What is the expected result? </div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+EffiQ2,assessment.accelerate-people.co.uk+201017154241+bhiJBe,0,1602949361,1602949361,5,5,
53,14,0,What is a motivation for using a data analytics lifecycle?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What is a motivation for using a data analytics lifecycle?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+5yeCdA,assessment.accelerate-people.co.uk+201017154241+Nhl7LZ,0,1602949361,1602949361,5,5,
54,14,0,What is an appropriate data visualization to use in a presentation for an Ana...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>What is an appropriate data visualization to use in a presentation for an <b>Analyst audience</b>?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+8v0tFF,assessment.accelerate-people.co.uk+201017154241+FInGmc,0,1602949361,1602949361,5,5,
55,14,0,What is Data-ink ratio? Refer to the Exhibit.,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>What is </span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><b>Data-ink ratio</b>? </span></span><span style='font-size:10pt'><span style='font-family:""Arial""'>Refer to the Exhibit.</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><br></span></span><img width='426' height='360' align='bottom' alt=""mc018-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc018-1.jpg"" border='0'></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+jIBCAQ,assessment.accelerate-people.co.uk+201017154241+DThDY8,0,1602949361,1602949361,5,5,
56,14,0,What is holdout data?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What is holdout data?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+PsCZY8,assessment.accelerate-people.co.uk+201017154241+C1ElFp,0,1602949361,1602949361,5,5,
57,14,0,What is the primary bottleneck in text classification?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'>What is the primary bottleneck in text classification?<br></span></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+KbWWNb,assessment.accelerate-people.co.uk+201017154241+99HqwD,0,1602949361,1602949361,5,5,
58,14,0,What library would be needed to implement&nbsp; K-Means clustering&nbsp; on a HDFS ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What library would be needed to implement&nbsp; K-Means clustering&nbsp; on a HDFS files system?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+FnH22n,assessment.accelerate-people.co.uk+201017154241+2JeAzp,0,1602949361,1602949361,5,5,
59,14,0,"What provides random, real-time read/write access to your big data in the ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What provides random, real-time read/write access to your big data in the Hadoop ecosystem? <br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+8d3S7U,assessment.accelerate-people.co.uk+201017154241+bcKXXG,0,1602949361,1602949361,5,5,
60,14,0,What statement(s) about Lists in is/are correct?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>What statement(s) about Lists in is/are correct?</span></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+XAxuYV,assessment.accelerate-people.co.uk+201017154241+FuvgGO,0,1602949361,1602949361,5,5,
61,14,0,What tools would be used to enable SQL queries on Hadoop data.,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What tools would be used to enable SQL queries on Hadoop data.</span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+b3rMJi,assessment.accelerate-people.co.uk+201017154241+vefv1j,0,1602949361,1602949361,5,5,
62,14,0,"What which data classification level is most closely related to R ""Factors"" ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What which data classification level is most closely related to R ""<b>Factors</b>"" data type?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+wSn2B6,assessment.accelerate-people.co.uk+201017154241+1MJUZX,0,1602949361,1602949361,5,5,
63,14,0,What would be considered &quot;Big Data&quot;?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>What would be considered &quot;<b>Big Data</b>&quot;?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+e8BGW7,assessment.accelerate-people.co.uk+201017154241+E2AXjx,0,1602949361,1602949361,5,5,
64,14,0,When would you use a Wilcoxon Rank Sum test?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>When would you use a Wilcoxon Rank Sum test?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+OjeWwL,assessment.accelerate-people.co.uk+201017154241+6TWTz4,0,1602949361,1602949361,5,5,
65,14,0,Which activity might be performed in the Operationalize phase of the Data ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which activity might be performed in the Operationalize phase of the Data Analytics Lifecycle?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+dOhtbL,assessment.accelerate-people.co.uk+201017154241+fxw2OB,0,1602949361,1602949361,5,5,
66,14,0,Which data asset is an example of semi-structured data?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which data asset is an example of semi-structured data?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+03BJlv,assessment.accelerate-people.co.uk+201017154241+ynutoO,0,1602949361,1602949361,5,5,
67,14,0,Which describes a true limitation of Logistic Regression method?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which describes a true limitation of <b>Logistic Regression</b> method?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+hcWoC1,assessment.accelerate-people.co.uk+201017154241+s9HObg,0,1602949361,1602949361,5,5,
68,14,0,Which hadoop tool supports a data flow langauge?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>Which hadoop tool supports a data flow langauge?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+HWIi9t,assessment.accelerate-people.co.uk+201017154241+qZ078U,0,1602949361,1602949361,5,5,
69,14,0,Which if the following provides an extensive library of algorithm building ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>Which if the following provides an extensive library of algorithm building tools&nbsp; used with the Hadoop ecosystem? <br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+0e0LHZ,assessment.accelerate-people.co.uk+201017154241+b1QCB5,0,1602949361,1602949361,5,5,
70,14,0,Which pair of analytical methods are considered unsupervised?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which pair of analytical methods are considered unsupervised?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+GyLLwX,assessment.accelerate-people.co.uk+201017154241+uHBqkF,0,1602949361,1602949361,5,5,
71,14,0,Which R data type would be most like an RDBMS&nbsp; Table?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which R data type would be most like an RDBMS&nbsp; Table?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+fN5KbT,assessment.accelerate-people.co.uk+201017154241+Xr8Hlo,0,1602949361,1602949361,5,5,
72,14,0,Which ROC Curve represents a Perfect Model Fit?What are the False Positive ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which <b>ROC Curve</b> represents a <b>Perfect </b>Model Fit?<br><br><img width='539' height='447' align='bottom' alt=""mc040-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc040-1.jpg"" border='0'><br><span style='font-family:""Arial""'><b><span style='font-size:10pt'><br><br></span></b><br>What are the <b>False Positive Rate (FPR)</b> and the <b>False Negative Rate (FNR)</b> of the model?</span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+OiCg5R,assessment.accelerate-people.co.uk+201017154241+jRBPiZ,0,1602949361,1602949361,5,5,
73,14,0,Which SQL OLAP extension provides all possible grouping combinations?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which SQL OLAP extension provides all possible grouping combinations?<br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+hR4uFo,assessment.accelerate-people.co.uk+201017154241+VHMnAT,0,1602949361,1602949361,5,5,
74,14,0,"Which statement describes a ""Data frame"" data structure in R?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>Which statement describes a ""</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><b>Data frame</b>"" data structure in R?<br></span></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+oYz7Zx,assessment.accelerate-people.co.uk+201017154241+aTYnEh,0,1602949361,1602949361,5,5,
75,14,0,Which two tools support query languages that can be used with Hadoop?,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which two tools support query languages that can be used with Hadoop?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+8vT9pF,assessment.accelerate-people.co.uk+201017154241+eQ2NXz,0,1602949361,1602949361,5,5,
76,14,0,You are performing a market basket analysis using the Apriori algorithm. ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>You are performing a market basket analysis using the Apriori algorithm. Which measure is a ratio describing the how many more times two items are present together than would be expected if those two items are statistically independent?<br></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+vmf8JZ,assessment.accelerate-people.co.uk+201017154241+aPA8Tw,0,1602949361,1602949361,5,5,
77,14,0,"You are studying the behaviour of a population, and you are provided with ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You are studying the behaviour of a population, and you are provided with multidimensional data at the individual level. You have identified four specific individuals who are valuable to your study, and would like to find all users who are most similar to each individual. Which algorithm is the most appropriate for this study?<br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+LLa4mh,assessment.accelerate-people.co.uk+201017154241+F6K6oh,0,1602949361,1602949361,5,5,
78,14,0,You are using k-means clustering to discover groupings within a data set. You...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'><br></span></span>You are using k-means clustering to discover groupings within a data set. You plot within-sum-of- squares (wss) for multiple cluster sizes. <br><img width='385' height='291' align='bottom' alt=""mc019-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc019-1.jpg"" border='0'><br>Refer to the exhibit. Based on the exhibit, how many clusters should you use in your analysis?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+pcWgqJ,assessment.accelerate-people.co.uk+201017154241+izTWS0,0,1602949361,1602949361,5,5,
79,14,0,You decide to run a K-means cluster analysis on the 25 input variables based ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You decide to run a K-means cluster analysis on the 25 input variables based on four clusters to build your profiles. <br>Your analysis resulted in four cluster populations:<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster A=1,000 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster B=560 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster C=925 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster D=15 customers<br>What would be the most likely next step?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+FsMhUe,assessment.accelerate-people.co.uk+201017154241+LxlCMB,0,1602949361,1602949361,5,5,
80,14,0,You have been assigned to do a study of the daily revenue effect of a pricing...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have been assigned to do a study of the daily revenue effect of a pricing model of online transactions. When have you completed the analytics lifecycle?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+lW9Pyc,assessment.accelerate-people.co.uk+201017154241+nmggh1,0,1602949361,1602949361,5,5,
81,14,0,You have been assigned to run a Logistic Regression model for each of 100 ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have been assigned to run a <b>Logistic Regression</b> model for each of 100 countries, and all the data is currently stored in a PostgreSQL database. Which tool/library would you use to produce these models with the least effort?<br></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+AcmO31,assessment.accelerate-people.co.uk+201017154241+yZvpH0,0,1602949361,1602949361,5,5,
82,14,0,"You have used k-means clustering to classify behavior of 100, 000 customers ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have used k-means clustering to classify behavior of 100, 000 customers for a retail store. You decide to use household income, age, gender and yearly purchase amount as measures. <br>You have chosen to use 8 clusters and notice that 2 clusters only have 3 customers assigned. What should you do?<br><br>Refer to the exhibit. Based on the exhibit, how many clusters should you use in your analysis?</div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+H4xRcq,assessment.accelerate-people.co.uk+201017154241+sFsljL,0,1602949361,1602949361,5,5,
83,14,0,You submit a MapReduce job to a Hadoop cluster and notice that although the ...,"<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>You submit a MapReduce job to a Hadoop cluster and notice that although the job was successfully submitted, it is not completing. What should you do?<br></span></span></div>",1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201017154241+dzXPhr,assessment.accelerate-people.co.uk+201017154241+yCHQnD,0,1602949361,1602949361,5,5,
84,19,0,Q1,"<p><span style=""font-size:10pt"">Which of these is NOT a </span><strong><span style=""font-size:10pt"">common</span></strong><span style=""font-size:10pt""> type of record you </span><span style=""font-size:10pt"">would</span><span style=""font-size:10pt""> keep in your computer maintenance system</span></p>",1,"<p><span style=""font-size:10pt"">Software information may be stored but is not a common item to be recorded. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+PJHDoC,assessment.accelerate-people.co.uk+201106155754+FMTyBm,0,1604678274,1604678274,5,5,
85,19,0,Q2,"<p><span style=""font-size:10pt"">Which of these is NOT a purpose for keeping maintenance records</span></p>",1,"<p><span style=""font-size:10pt"">Whilst it is likely you will have some organisational guidelines in place which may or may not include maintenance processes this is not the REASON you would keep the records.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+vcc2QN,assessment.accelerate-people.co.uk+201106155754+8YmjfX,0,1604678274,1604678274,5,5,
86,19,0,Q3,"<p><span style=""font-size:10pt"">A </span><span style=""font-size:10pt"">NIC (Network Interface Card) - Also referred to as an Ethernet card</span><span style=""font-size:10pt""> is a basic computer component, </span><span style=""font-size:10pt"">a NIC will be given a hardware address, which is unique, what is a valid example of this address?</span></p>",1,"<p><span style=""font-size:10pt"">MAC Address is a 12-digit hexadecimal number (6-Byte binary number), which is mostly represented by Colon-Hexadecimal notation. First 6-digits (say 00:40:96) of MAC Address identifies the manufacturer, called as OUI (Organizational Unique Identifier).</span><span style=""font-size:10pt""> Hex numbers run from 0 to F, anything above F is not valid (so G in this example is not valid)</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+TrxgEC,assessment.accelerate-people.co.uk+201106155754+U8fJqe,0,1604678274,1604678274,5,5,
87,19,0,Q4,"<p><span style=""font-size:10pt"">Read the descriptions below, which is incorrect?</span></p>",1,"<p><span style=""font-size:10pt"">Web Proxy Server: A proxy server sits between a client program (typically a Web browser) and an external server (typically another server on the Web) to filter requests, improve performance, and share connections.</span><span style=""font-size:10pt""> Whilst a web proxy can perform a degree of load balancing it is not its exclusive/primary purpose. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+OMYIaY,assessment.accelerate-people.co.uk+201106155754+0FyzFA,0,1604678274,1604678274,5,5,
88,19,0,Q5,"<p><span style=""font-size:10pt"">A network is defined as a group of two or more computer systems linked together</span><span style=""font-size:10pt"">, which of the following is NOT a valid computer network type?</span></p>",1,"<p><span style=""font-size:10pt"">local-area networks (LANs): The computers are geographically close together (that is, in the same building).</span></p><p><span style=""font-size:10pt"">wide-area networks (WANs): The computers are farther apart and are connected by telephone lines or radio waves.</span></p><p><span style=""font-size:10pt"">campus-area networks (CANs): The computers are within a limited geographic area, such as a campus or military base.</span></p><p><span style=""font-size:10pt"">metropolitan-area networks (MANs): A data network designed for a town or city.</span></p><p><span style=""font-size:10pt"">home-area networks (HANs): A network contained within a user's home that connects a person's digital devices.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+m0bbUu,assessment.accelerate-people.co.uk+201106155754+H6HkkJ,0,1604678274,1604678274,5,5,
89,19,0,Q6,"<p><span style=""font-size:10pt"">Which service model would you be using to access your emails through a browser?</span></p>",1,"<p><span style=""font-size:10pt"">Please review notes and diagram here </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9098""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9098</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+ecnaBd,assessment.accelerate-people.co.uk+201106155754+YrNRkt,0,1604678274,1604678274,5,5,
90,19,0,Q7,"<p><span style=""font-size:10pt"">Which is true of a class B network?</span></p>",1,"<p><span style=""font-size:10pt"">Class A - supports 16 million hosts on each of 126 networks</span></p><p><span style=""font-size:10pt"">Class B - supports 65,000 hosts on each of 16,000 networks</span></p><p><span style=""font-size:10pt"">Class C - supports 254 hosts on each of 2 million networks</span></p><p><span style=""font-size:10pt"">Class D is used for </span><span style=""font-size:10pt"">muticast</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+GAJAs8,assessment.accelerate-people.co.uk+201106155754+4F9Fko,0,1604678274,1604678274,5,5,
91,19,0,Q8,"<p><span style=""font-size:10pt"">What are the correct ranges for classes A,B and C networks?</span></p>",1,"<p><span style=""font-size:10pt"">We usually simplify to the following, but the question is correct, the summart below is simplified to the first “octet” </span></p><p><span style=""font-size:10pt"">Class A – 1 to 126</span></p><p><span style=""font-size:10pt"">Class B – 128 to 191</span></p><p><span style=""font-size:10pt"">Class C – 192 to 223 </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+o4vUpB,assessment.accelerate-people.co.uk+201106155754+uqei0Z,0,1604678274,1604678274,5,5,
92,19,0,Q9,"<p><span style=""font-size:10pt"">How might you go about finding out your EXTERNAL IP address on a Windows system?</span></p>",1,"<p><span style=""font-size:10pt"">Be sure to understand the difference between external and internal addresses, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a> </p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+ccijcx,assessment.accelerate-people.co.uk+201106155754+q2Dacx,0,1604678274,1604678274,5,5,
93,19,0,Q10,"<p><span style=""font-size:10pt"">Consider the following CIDR notations and their correspondong subnet masks, one of these does not match, which is it?</span></p>",1,"<p><span style=""font-size:10pt"">Please review the table here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a><span style=""font-size:10pt""> </span></p><p><span style=""font-size:10pt"">The CIDR is essentially the number of 1’s used to make the address, so 255 is 8 bits of 1, so each 255 octet is worth 8. 255 = 8, 255.255 = 16 and so on. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+ZoHBPD,assessment.accelerate-people.co.uk+201106155754+mzTuBa,0,1604678274,1604678274,5,5,
