id,category,parent,name,questiontext,defaultmark,penalty,quizid,questioncategoryid,israndom
79,14,0,"You decide to run a K-means cluster analysis on the 25 input variables based ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You decide to run a K-means cluster analysis on the 25 input variables based on four clusters to build your profiles. <br>Your analysis resulted in four cluster populations:<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster A=1,000 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster B=560 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster C=925 customers<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Cluster D=15 customers<br>What would be the most likely next step?</div>",1.0000000,0.3333333,1,,N
80,14,0,"You have been assigned to do a study of the daily revenue effect of a pricing...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have been assigned to do a study of the daily revenue effect of a pricing model of online transactions. When have you completed the analytics lifecycle?</div>",1.0000000,0.3333333,1,,N
81,14,0,"You have been assigned to run a Logistic Regression model for each of 100 ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have been assigned to run a <b>Logistic Regression</b> model for each of 100 countries, and all the data is currently stored in a PostgreSQL database. Which tool/library would you use to produce these models with the least effort?<br></div>",1.0000000,0.3333333,1,,N
82,14,0,"You have used k-means clustering to classify behavior of 100, 000 customers ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You have used k-means clustering to classify behavior of 100, 000 customers for a retail store. You decide to use household income, age, gender and yearly purchase amount as measures. <br>You have chosen to use 8 clusters and notice that 2 clusters only have 3 customers assigned. What should you do?<br><br>Refer to the exhibit. Based on the exhibit, how many clusters should you use in your analysis?</div>",1.0000000,0.3333333,1,,N
83,14,0,"You submit a MapReduce job to a Hadoop cluster and notice that although the ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>You submit a MapReduce job to a Hadoop cluster and notice that although the job was successfully submitted, it is not completing. What should you do?<br></span></span></div>",1.0000000,0.3333333,1,,N
364,35,0,Q01,"<p>Which of the following is <strong>not</strong> a video communication platform?</p>",1.0000000,0.3333333,5,,N
365,35,0,Q02,"<p>Which of the following is <strong>not</strong> classed as a peripheral hardware devise?</p>",1.0000000,0.3333333,5,,N
366,35,0,Q03,"<p>Which of the following is primarily used for processing and presenting data?</p>",1.0000000,0.3333333,5,,N
367,35,0,Q04,"<p>Which of the following is<strong> not</strong> an example of handling data securely?</p>",1.0000000,0.3333333,5,,N
368,35,0,Q05,"<p>which of the following is <strong>not</strong> a data visualisation tool?</p>",1.0000000,0.3333333,5,,N
369,35,0,Q06,"<p>Which policy or procedure would cover information security?</p>",1.0000000,0.3333333,5,,N
370,35,0,Q07,"<p>Which of the following is a type of threat to an organisation?</p>",1.0000000,0.3333333,5,,N
371,35,0,Q08,"<p>Which of the following would be the most likely reason to change your password?</p>",1.0000000,0.3333333,5,,N
372,35,0,Q09,"<p>Who should you inform if your encounter a data breach?</p>",1.0000000,0.3333333,5,,N
373,35,0,Q10,"<p>How would you safeguard your organisations brand?</p>",1.0000000,0.3333333,5,,N
374,35,0,Q11,"<p>Which of the following are classed as Digital Communication Channels?</p>",1.0000000,0.3333333,5,,N
375,35,0,Q12,"<p>Which of the following is the least secure when accessing the internet?</p>",1.0000000,0.3333333,5,,N
376,35,0,Q13,"<p>Which of the following is the best method for planning your own learning activities?</p>",1.0000000,0.3333333,5,,N
377,35,0,Q14,"<p>Which of the following combinations should be considered when planning effective time management?</p>",1.0000000,0.3333333,5,,N
378,35,0,Q15,"<p>How may your continuous improvement benefit the business?</p>",1.0000000,0.3333333,5,,N
379,35,0,Q16,"<p>How can you BEST maintain current and future awareness of technologies?</p>",1.0000000,0.3333333,5,,N
406,43,0,Q01,"<p>Which of the following is <strong>NOT</strong> a social media tool?</p>",1.0000000,0.3333333,10,,N
407,43,0,Q02,"<p>Which of the following is a feature of diagnosing digital problems?</p>",1.0000000,0.3333333,10,,N
408,43,0,Q03,"<p>Which of the following is <strong>good</strong> password management?</p>",1.0000000,0.3333333,10,,N
409,43,0,Q04,"<p>What does CMS stand for?</p>",1.0000000,0.3333333,10,,N
410,43,0,Q05,"<p>Which of the following Digital Channels are <strong>Best</strong> used to communicate with different audiences?</p>",1.0000000,0.3333333,10,,N
411,43,0,Q06,"<p>Which of the following would you use a CRM system for?</p>",1.0000000,0.3333333,10,,N
412,43,0,Q07,"<p>When supporting a customer which of the following is <strong>BEST</strong> practice?</p>",1.0000000,0.3333333,10,,N
413,43,0,Q08,"<p>Which of the following <strong>should</strong> form part of an organisations code of ethics?</p>",1.0000000,0.3333333,10,,N
414,43,0,Q09,"<p>When would you <strong>Most</strong> likely escalate a problem?</p>",1.0000000,0.3333333,10,,N
415,43,0,Q10,"<p>Which of the following methods is BEST suited to coach or support external users with a fault?</p>",1.0000000,0.3333333,10,,N
380,38,0,Q01,"<p>Two methods of customising the ribbon in the majority of Microsoft office products can be achieved by hovering over a ribbon icon and right clicking the mouse button, which of the following is a third option?</p>",1.0000000,0.3333333,9,,N
381,38,0,Q02,"<p>Which type of software application is best suited when using numbers and formulas?</p>",1.0000000,0.3333333,9,,N
382,38,0,Q03,"<p>What type of software platform is routinely used to manage interaction with customers and suppliers?</p>",1.0000000,0.3333333,9,,N
383,38,0,Q04,"<p>Which of these platforms does not commonly feature a single sign-on function?</p>",1.0000000,0.3333333,9,,N
384,38,0,Q05,"<p>Agile methodology has 4 key value statements, complete the value statement, ""Individuals and interactions over""</p>",1.0000000,0.3333333,9,,N
385,38,0,Q06,"<p>Agile methodology has 4 key value statements, complete the value statement ""Working software over""?</p>",1.0000000,0.3333333,9,,N
386,38,0,Q07,"<p>A person working in finance is most likely to depend on which digital technology to perform their role?</p>",1.0000000,0.3333333,9,,N
387,38,0,Q08,"<p>A formal and detailed way to ensure that new employees are aware how to access and start using an organisation’s digital tools, could be?</p>",1.0000000,0.3333333,9,,N
416,50,0,Q01,"<p>Two methods of customising the ribbon in the majority of Microsoft office products can be achieved by hovering over a ribbon icon and right clicking the mouse button, which of the following is a third option?</p>",1.0000000,0.3333333,6,,N
417,50,0,Q02,"<p>Which type of software application is best suited when using numbers and formulas?</p>",1.0000000,0.3333333,6,,N
418,50,0,Q03,"<p>What type of software platform is routinely used to manage interaction with customers and suppliers?</p>",1.0000000,0.3333333,6,,N
419,50,0,Q04,"<p>Which of these platforms does not commonly feature a single sign-on function?</p>",1.0000000,0.3333333,6,,N
420,50,0,Q05,"<p>Agile methodology has 4 key value statements, complete the value statement, ""Individuals and interactions over""</p>",1.0000000,0.3333333,6,,N
421,50,0,Q06,"<p>Agile methodology has 4 key value statements, complete the value statement ""Working software over""?</p>",1.0000000,0.3333333,6,,N
422,50,0,Q07,"<p>A person working in finance is most likely to depend on which digital technology to perform their role?</p>",1.0000000,0.3333333,6,,N
423,50,0,Q08,"<p>A formal and detailed way to ensure that new employees are aware how to access and start using an organisation’s digital tools, could be?</p>",1.0000000,0.3333333,6,,N
424,51,0,Q01,"<p>Which of the following is <strong>NOT</strong> a social media tool?</p>",1.0000000,0.3333333,7,,N
425,51,0,Q02,"<p>Which of the following is a feature of diagnosing digital problems?</p>",1.0000000,0.3333333,7,,N
426,51,0,Q03,"<p>Which of the following is <strong>good</strong> password management?</p>",1.0000000,0.3333333,7,,N
427,51,0,Q04,"<p>What does CMS stand for?</p>",1.0000000,0.3333333,7,,N
428,51,0,Q05,"<p>Which of the following Digital Channels are <strong>Best</strong> used to communicate with different audiences?</p>",1.0000000,0.3333333,7,,N
429,51,0,Q06,"<p>Which of the following would you use a CRM system for?</p>",1.0000000,0.3333333,7,,N
430,51,0,Q07,"<p>When supporting a customer which of the following is <strong>BEST</strong> practice?</p>",1.0000000,0.3333333,7,,N
431,51,0,Q08,"<p>Which of the following <strong>should</strong> form part of an organisations code of ethics?</p>",1.0000000,0.3333333,7,,N
432,51,0,Q09,"<p>When would you <strong>Most</strong> likely escalate a problem?</p>",1.0000000,0.3333333,7,,N
433,51,0,Q10,"<p>Which of the following methods is BEST suited to coach or support external users with a fault?</p>",1.0000000,0.3333333,7,,N
